"","year","jd","Acartia.spp...unidentified.","Appendicularia","Calanus.finmarchicus","Calanus.helgolandicus","Calanus.I.IV","Calanus.V.VI.unidentified","Centropages.hamatus","Centropages.spp...Unidentified.","Centropages.typicus","Copepod.nauplii","Decapoda.larvae..Total.","Euphausiacea.Total","Evadne.spp.","Fish.eggs..Total.","Fish.larvae","Hyperiidea..Total.","Metridia.lucens","Oithona.spp.","Para.Pseudocalanus.spp.","Podon.spp.","Temora.longicornis"
"23763",1979,24,0,0,3.45226518029678,0.0382772277286171,0,0,0,0,0,0,0.303045868419192,2.04523673379362,0,0.128044655617007,0.00514797871911913,0,0.0999738947362283,118.512442365519,0,0,0
"23764",1979,25,0,0,3.62927359699861,0.0462463381944038,0,0,0,0,0,0,0.287392672736382,1.98283911526421,0,0.153864359836074,0.00629764038495263,0,0.0948099538924148,142.410013048278,0,0,0
"23765",1979,26,0,0,3.81581879370233,0.0547365760210415,0,0,0,0,0,0,0.27089612120454,1.91707966585893,0,0.181075166486536,0.00755009929932098,0,0.0893677925623224,167.595126314761,0,0,0
"23766",1979,27,0,0,4.0101668104076,0.0636873712980747,0,0,0,0,0,0,0.253709551250761,1.84856962755521,0,0.209424147853593,0.00890188212834956,0,0.0836979962889109,193.833683513382,0,0,0
"23767",1979,28,0,0,4.21058368711408,0.0730381541150479,0,0,0,0,0,0,0.235986300302143,1.77792024233048,0,0.238658376222447,0.0103495155381637,0,0.0778511506151401,220.891585992554,0,0,0
"23768",1979,29,0,0,4.41533546382142,0.0827283545615054,0,0,0,0,0,0,0.217879705785783,1.70574275216217,0,0.268524923878299,0.0118895261948889,0,0.0718778410839698,248.534735100693,0,0,0
"23769",1979,30,0,0,4.62268818052927,0.0926974027269917,0,0,0,0,0,0,0.199543105128778,1.63264839902771,0,0.298770863106349,0.0135184407646504,0,0.0658286532383598,276.52903218621,0,0,0
"23770",1979,31,0,0,4.8309078772373,0.102884728701051,0,0,0,0,0,0,0.181129835758224,1.55924842490454,0,0.329143266191799,0.0152327859135736,0,0.0597541726212698,304.640378597521,0,0,0
"23771",1979,32,0,0,5.03826059394516,0.113229762573229,0,0,0,0,0,0,0.162793235101219,1.48615407177009,0,0.359389205419849,0.0170290883077838,0,0.0537049847756598,332.634675683039,0,0,0
"23772",1979,33,0,0,5.24301237065249,0.123671934433068,0,0,0,0,0,0,0.144686640584859,1.41397658160178,0,0.389255753075701,0.0189038746134065,0,0.0477316752444895,360.277824791177,0,0,0
"23773",1979,34,0,0,5.44342924735897,0.134150674370114,0,0,0,0,0,0,0.126963389636241,1.34332719637705,0,0.418489981444555,0.0208536714965671,0,0.0418848295707187,387.33572727035,0,0,0
"23774",1979,35,0,0,5.63777726406424,0.144605412473911,0,0,0,0,0,0,0.109776819682462,1.27481715807333,0,0.446838962811612,0.0228750056233908,0,0.0362150332973072,413.574284468971,0,0,0
"23775",1979,36,0,0,5.82432246076797,0.154975578834003,0,0,0,0,0,0,0.0932802681506198,1.20905770866804,0,0.474049769462074,0.0249644036600031,0,0.0307728719672148,438.759397735454,0,0,0
"23776",1979,37,0,0,6.00133087746979,0.165200603539936,0,0,0,0,0,0,0.0776270724678103,1.14666009013863,0,0.499869473681141,0.0271183922725293,0,0.0256089311234014,462.656968418213,0,0,0
"23777",1979,38,0,0,6.16706855416938,0.175219916681253,0,0,0,0,0,0,0.0629705700611308,1.08823554446252,0,0.524045147754015,0.0293334981270948,0,0.0207737963088267,485.032897865661,0,0,0
"23778",1979,39,0,0,6.31980153086639,0.184972948347498,0,0,0,0,0,0,0.049464098357678,1.03439531361714,0,0.546323863965896,0.031606247889825,0,0.0163180530664505,505.653087426213,0,0,0
"23779",1979,40,0,0,6.45779584756047,0.194399128628217,0,0,0,0,0,0,0.0372609947845489,0.985750639579926,0,0.566452694601985,0.0339331682268452,0,0.0122922869392326,524.283438448282,0,0,0
"23780",1979,41,0,0,6.57931754425127,0.203437887612953,0,0,0,0,0,0,0.0265145967688406,0.942912764328305,0,0.584178711947483,0.0363107858042808,0,0.00874708347013299,540.689852280283,0,0,0
"23781",1979,42,0,0,6.68263266093846,0.212028655391252,0,0,0,0,0,0,0.0173782417376497,0.906492929839709,0,0.599248988287592,0.0387356272882573,0,0.00573302820211129,554.638230270628,0,0,0
"23782",1979,43,0,0,6.76600723762169,0.220110862052657,0,0,0,0,0,0,0.0100052671180734,0.87710237809157,0,0.611410595907512,0.0412042193448998,0,0.00330070667812729,565.894473767731,0,0,0
"23783",1979,44,0,0,6.82770731430061,0.227623937686713,0,0,0,0,0,0,0.00454901033720823,0.855352351061318,0,0.620410607092444,0.0437130886403339,0,0.00150070444114089,574.224484120007,0,0,0
"23784",1979,45,0,0,6.86599893097488,0.234507312382965,0,0,0,0,0,0,0.00116280882215153,0.841854090726384,0,0.625996094127589,0.0462587618406849,0,0.000383607034111888,579.394162675869,0,0,0
"23785",1979,46,0,0,6.87914812764416,0.240700416230957,0,0,0,0,0,0,0,0.837218839064198,0,0.627914129298148,0.0488377656120782,0,0,581.169410783731,0,0,0
"23786",1979,47,0,0.0093958522394786,6.8775973517889,0.246603210900398,0.0645245892775963,0,0,0,0,0.0610722028369232,0.00135122846969019,0.843239205669917,0,0.627112712770751,0.0519665747357483,0,0.000329738583533119,580.731893363398,0.278241154876883,0,0
"23787",1979,48,0,0.0374828492836641,6.87308600384633,0.252640388377971,0.252232485357876,0,0,0,0,0.242841071513967,0.00528207492697073,0.860752999432007,0,0.624781319236505,0.0561114759398135,0,0.00128897809926583,579.445183775318,1.08897847427829,0,0
"23788",1979,49,0,0.0841101516211812,6.86582555325125,0.258788474228682,0.554324880612077,0,0,0,0,0.543134996280543,0.0116082809441566,0.888939261267871,0,0.621029232767327,0.061193713810724,0,0.00283275419489816,577.348046028871,2.39623274036037,0,0
"23789",1979,50,0,0.149126919740655,6.85602746943847,0.265023994017537,0.962002967411435,0,0,0,0,0.959782367386061,0.0201455880935628,0.926977032094911,0,0.615965737435136,0.0671345329349304,0,0.00491610251813014,574.479244133438,4.16402473527925,0,0
"23790",1979,51,0,0.232382314130709,6.84390322184281,0.271323473309542,1.46646793812719,0,0,0,0,1.49061157507993,0.0307097379475042,0.974045352830529,0,0.609700117311849,0.0738551778988832,0,0.0074940587166618,570.877542098398,6.35637524119108,0,0
"23791",1979,52,0,0.333725495279968,6.82966427989906,0.2776634376697,2.05892098513057,0,0,0,0,2.13345100961157,0.0431164720782959,1.02932326439213,0,0.602341656469385,0.0812768932890328,0,0.0105216584381932,566.581703933133,8.93730504025201,0,0
"23792",1979,53,0,0.453005623677057,6.81352211304204,0.284020412663019,2.73056330079282,0,0,0,0,2.88612906123038,0.0571815320582529,1.09198980769711,0,0.59399963897966,0.0893209236918297,0,0.0139539373304243,561.630493647021,11.8708349146182,0,0
"23793",1979,54,0,0.590071859810602,6.79568819070655,0.290370923854504,3.47259607748518,0,0,0,0,3.74647412018578,0.07272065945969,1.16122402366287,0,0.584783348914593,0.0979085136937244,0,0.0177459310410551,556.062675249444,15.1209856464457,0,0
"23794",1979,55,0,0.744773364169225,6.77637398232741,0.296691496809159,4.27622050757888,0,0,0,0,4.71231457672718,0.0895495958549224,1.23620495320682,0,0.574802070346102,0.106960907881167,0,0.0218526752177858,549.917012749781,18.6517780178907,0,0
"23795",1979,56,0,0.916959297241552,6.75579095733941,0.302958657091991,5.13263778344516,0,0,0,0,5.78147882110399,0.107484082816265,1.31611163724636,0,0.564165087346103,0.116399350840609,0,0.0262292055083163,543.232270157412,22.4272328111094,0,0
"23796",1979,57,0,1.10647881951621,6.73415058517738,0.309148930268006,6.03304909745525,0,0,0,0,6.95179524356562,0.126339861916032,1.40012311669888,0,0.552981683986516,0.126145087158499,0,0.0308305575603466,536.047211481717,26.4113708082579,0,0
"23797",1979,58,0,1.31318109148182,6.71166433527612,0.315238841902208,6.9686556419804,0,0,0,0,8.22109223436148,0.14593267472654,1.4874184324818,0,0.541361144339258,0.13611936142129,0,0.0356117670215769,528.400600732078,30.5682127914924,0,0
"23798",1979,59,0,1.536915273627,6.68854367707042,0.321204917559603,7.93065860939183,0,0,0,0,9.58719818374098,0.166078262820103,1.57717662551252,0,0.529412752476246,0.14624341821543,0,0.040527869539707,520.331201917873,34.8617795429689,0,0
"23799",1979,60,0,1.77753052644039,6.66500007999512,0.327023682805197,8.91025919206079,0,0,0,0,11.0479414819535,0.186592367769036,1.66857673670842,0,0.517245792469398,0.156438502127371,0,0.0455339007624371,511.877779048483,39.2560918448436,0,0
"23800",1979,61,0,2.03487601041061,6.641245013485,0.332671663203995,9.89865858235852,0,0,0,0,12.6011505192486,0.207290731145654,1.76079780698693,0,0.504969548390633,0.166625857743563,0,0.0505848963374671,503.079096133289,43.7151704792727,0,0
"23801",1979,62,0,2.30880088602627,6.61748994697489,0.338125384321003,10.8870579726562,0,0,0,0,14.2446536858755,0.227989094522271,1.85301887726544,0,0.492693304311868,0.176726729650456,0,0.0556358919124972,493.973917181669,48.2030362284123,0,0
"23802",1979,63,0,2.59915431377602,6.59394634989958,0.343361371721225,11.8666585553252,0,0,0,0,15.9762793720836,0.248503199471204,1.94441898846135,0,0.480526344305021,0.186662362434501,0,0.0606419231352273,484.601006203005,52.6837098744185,0,0
"23803",1979,64,0,2.90578545414846,6.57082569169389,0.348356150969669,12.8286615227366,0,0,0,0,17.7938559681225,0.268648787564767,2.03417718149206,0,0.468577952442009,0.196354000682149,0,0.0655580256533574,474.999127206677,57.1212121994476,0,0
"23804",1979,65,0,3.22854346763223,6.54833944179263,0.353086247631339,13.7642680672618,0,0,0,0,19.6952118642415,0.288241600375275,2.12147249727498,0,0.45695741279475,0.205722888979849,0,0.0703392351145876,465.207044202064,61.4795639856555,0,0
"23805",1979,66,0,3.56727751471595,6.52669906963059,0.35752818727124,14.6646793812719,0,0,0,0,21.67817545069,0.307097379475042,2.20548397672751,0,0.445774009435163,0.214690271914053,0,0.074940587166618,455.263521198547,65.7227860151985,0,0
"23806",1979,67,0,3.92183675588824,6.5061160446426,0.361658495454379,15.5210966571382,0,0,0,0,23.7405751177175,0.325031866436385,2.28539066076704,0,0.435137026435165,0.223177394071211,0,0.0793171174571485,445.207322205506,69.8148990702328,0,0
"23807",1979,68,0,4.29207035163773,6.48680183626346,0.36545369774576,16.3247210872319,0,0,0,0,25.8802392555733,0.341860802831617,2.36037159031099,0,0.425155747866673,0.231105500037773,0,0.0834238616338791,435.077211232321,73.7199239329144,0,0
"23808",1979,69,0,4.67782746245305,6.46896791392797,0.36889031971039,17.0667538639242,0,0,0,0,28.0949962545068,0.357399930233054,2.42960580627676,0,0.415939457801606,0.238395834400189,0,0.08721585534451,424.911952288372,77.4018813853994,0,0
"23809",1979,70,0,5.07895724882282,6.45282574707095,0.371944886913273,17.7383961795865,0,0,0,0,30.3826745047675,0.371464990213011,2.49227234958174,0,0.407597440311882,0.244969641744911,0,0.0906481342367411,414.75030938304,80.8247922098441,0,0
"23810",1979,71,0,5.49530887123565,6.4385868051272,0.374593924919416,18.3308492265898,0,0,0,0,32.7411023966048,0.383871724343803,2.54755026114333,0,0.400238979469417,0.250748166658388,0,0.0936757339582725,404.631046525704,83.9526771884046,0,0
"23811",1979,72,0,5.92673149018019,6.42646255753154,0.376813959293823,18.8353141973056,0,0,0,0,35.1681083202681,0.394435874197744,2.59461858187895,0,0.39397335934613,0.255652653727072,0,0.0962536901568041,394.592927725744,86.749557103237,0,0
"23812",1979,73,0,6.37307426614505,6.41666447371876,0.378581515601501,19.242992284105,0,0,0,0,37.6615206660067,0.402973181347151,2.63265635270599,0,0.388909864013939,0.259604347537412,0,0.0983370384800361,384.674716992542,89.1794527364974,0,0
"23813",1979,74,0,6.83418635961885,6.40940402312368,0.379873119407454,19.5450846793592,0,0,0,0,40.2191678240702,0.409299387364336,2.66084261454185,0,0.385157777544762,0.262524492675859,0,0.0998808145756684,374.915178335476,91.2063848703421,0,0
"23814",1979,75,0,7.30991693109023,6.40489267518111,0.380665296276689,19.7327925754394,0,0,0,0,42.8388781847079,0.413230233821617,2.67835640830395,0,0.382826384010516,0.264334333728863,0,0.100840054091401,365.353075763928,92.7943742869271,0,0
"23815",1979,76,0,7.8001151410478,6.40334189932585,0.38093457177421,19.797317164717,0,0,0,0,45.5184801381693,0.414581462291307,2.68437677490966,0,0.382024967483119,0.264955115282876,0,0.101169792674934,356.027173287277,93.9074417684085,0,0
"23816",1979,77,0,8.82375122275838,6.41553756094585,0.379693007243983,19.7327925754394,0,0,0,0,49.2834392648632,0.413230233821617,2.67930678943598,0,0.382346995491613,0.264883262784046,0,0.100840054091401,346.274682871752,94.7347821721353,0.0480232657599864,0
"23817",1979,78,0,10.8513010575112,6.45148122447499,0.37608118315605,19.5450846793592,0,0,0,0,55.0605523112685,0.409299387364336,2.66455774078524,0,0.383283804243598,0.26467213656478,0,0.0998808145756684,335.471597205298,95.4929120522281,0.18772731160722,0
"23818",1979,79,0,13.8098722778286,6.51020790791694,0.370268403764532,19.242992284105,0,0,0,0,62.6996444167393,0.402973181347151,2.64082099061297,0,0.384791480828824,0.264328383540913,0,0.0983370384800361,323.714851379868,96.1868347360006,0.412563510392611,0
"23819",1979,80,0,17.6265725162329,6.59075262927538,0.362423973323552,18.8353141973056,0,0,0,0,72.0505407206295,0.394435874197744,2.60878790057467,0,0.386826112337042,0.26385865062828,0,0.0962536901568041,311.101380487418,96.8215535507669,0.71598323496707,0
"23820",1979,81,0,22.2285094052464,6.69215040655399,0.352717196087232,18.3308492265899,0,0,0,0,82.9630663622932,0.383871724343803,2.56914983232583,0,0.389343785858002,0.263269584742715,0,0.0936757339582725,297.7281196199,97.4020718238406,1.09143785818151,0
"23821",1979,82,0,27.5427905773913,6.81343625775647,0.341317376309692,17.7383961795865,0,0,0,0,95.2870464810845,0.371464990213011,2.52259814752196,0,0.392300588481454,0.262567832800055,0,0.0906481342367411,283.692003869268,97.9333928825358,1.53237875288684,0
"23822",1979,83,0,33.4965236651901,6.95364520088647,0.328393818245056,17.0667538639242,0,0,0,0,108.872306216357,0.357399930233054,2.46982420781856,0,0.395652607297151,0.261760041716132,0,0.08721585534451,269.089968327477,98.4205200541661,2.03225729193397,0
"23823",1979,84,0,40.016816301165,7.1118122539477,0.314115826147445,16.3247210872319,0,0,0,0,123.568670707466,0.341860802831617,2.41151937487114,0,0.399355929394842,0.260852858406783,0,0.0834238616338791,254.018948086479,98.8684566660455,2.58452484817381,0
"23824",1979,85,0,47.0307761178382,7.28697243494382,0.298652704270981,15.5210966571382,0,0,0,0,139.225965093765,0.325031866436385,2.34837501033519,0,0.403366641864278,0.259852929787843,0,0.0793171174571485,238.57587823823,99.2822060454879,3.18263279445728,0
"23825",1979,86,0,54.4655107477322,7.47816076187851,0.282173756869785,14.6646793812719,0,0,0,0,155.694014514607,0.307097379475042,2.28108247586623,0,0.40764083179521,0.258766902775146,0,0.074940587166618,222.857693874682,99.666771519807,3.82003250363528,0
"23826",1979,87,0,62.2481278233692,7.68441225275547,0.264848288197981,13.7642680672618,0,0,0,0,172.822644109347,0.288241600375275,2.21033313311976,0,0.412134586277388,0.257601424284527,0,0.0703392351145876,206.96133008779,100.027156416317,4.49017534855873,0
"23827",1979,88,0,70.3057349772715,7.90476192557837,0.246845602509688,12.8286615227366,0,0,0,0,190.461679017339,0.268648787564767,2.13681834375127,0,0.416803992400563,0.256363141231821,0,0.0655580256533574,190.983721969507,100.368364062331,5.18651270207853,0
"23828",1979,89,0,78.5654398419614,8.13824479835089,0.22833500405903,11.8666585553252,0,0,0,0,208.460944377937,0.248503199471204,2.06122946941627,0,0.421605137254487,0.255058700532864,0,0.0606419231352273,175.021804611788,100.695397785163,5.9024959370456,0
"23829",1979,90,0,86.9543500499613,8.38389588907671,0.209485797100129,10.8870579726562,0,0,0,0,226.670265330494,0.227989094522271,1.98425787177027,0,0.426494107928909,0.25369474910349,0,0.0556358919124972,159.172513106585,101.013260912128,6.63157642631085,0
"23830",1979,91,0,95.3995732337935,8.64075021575951,0.190467285887105,9.89865858235852,0,0,0,0,244.939467014366,0.207290731145654,1.90659491246876,0,0.43142699151358,0.252277933859534,0,0.0505848963374671,143.532782545854,101.326956770539,7.36720554272519,0
"23831",1979,92,0,103.82821702598,8.90784279640298,0.171448774674082,8.9102591920608,0,0,0,0,263.118374568907,0.186592367769036,1.82893195316725,0,0.436359875098251,0.250814901716831,0,0.0455339007624371,128.199548021547,101.641488687709,8.10283465913953,0
"23832",1979,93,0,112.167389059044,9.18420864901079,0.15259956771518,7.93065860939184,0,0,0,0,281.056813133469,0.166078262820103,1.75196035552125,0,0.441248845772673,0.249312299591215,0,0.040527869539707,113.269744625618,101.961859990953,8.83191514840478,0
"23833",1979,94,0,120.344196965506,9.46888279158663,0.134088969264522,6.9686556419804,0,0,0,0,298.604607847407,0.14593267472654,1.67637148118625,0,0.446049990626596,0.247776774398523,0,0.0356117670215769,98.8403074500226,102.293074007585,9.54789838337185,0
"23834",1979,95,0,128.285748377891,9.76090024213417,0.11608628357623,6.03304909745525,0,0,0,0,315.611583850076,0.126339861916032,1.60285669181776,0,0.450719396749772,0.246214973054589,0,0.0308305575603466,85.0081715867131,102.640134064919,10.2442357368916,0
"23835",1979,96,0,135.919150928718,10.0592960186571,0.0987608149044249,5.13263778344516,0,0,0,0,331.927566280829,0.107484082816265,1.53210734907129,0,0.45521315123195,0.244633542475247,0,0.0262292055083163,71.8702721276437,103.008043490267,10.9143785818151,0
"23836",1979,97,0,143.171512250512,10.3631051391591,0.0822818675032294,4.27622050757888,0,0,0,0,347.402380279021,0.0895495958549223,1.46481481460232,0,0.459487341162882,0.243039129576333,0,0.0218526752177858,59.5235441647682,103.401805610945,11.5517782909931,0
"23837",1979,98,0,149.969939975795,10.6713626216438,0.0668187456267652,3.47259607748518,0,0,0,0,361.885850984005,0.07272065945969,1.40167045006638,0,0.463498053632318,0.241438381273681,0,0.0177459310410551,48.0649227900405,103.826423754265,12.1498862372766,0
"23838",1979,99,0,156.241541737088,10.983103484115,0.052540753529154,2.73056330079283,0,0,0,0,375.227803535135,0.0571815320582528,1.34336561711896,0,0.467201375730009,0.239837944483127,0,0.0139539373304243,37.5913430954144,104.286901247543,12.7021537935164,0
"23839",1979,100,0,161.913425166914,11.2973627445763,0.0396171954645179,2.05892098513057,0,0,0,0,387.278063071766,0.0431164720782959,1.29059167741556,0,0.470553394545705,0.238244466120506,0,0.0105216584381932,28.1997401728439,104.788241418091,13.2020323325635,0
"23840",1979,101,0,166.912697897795,11.6131754210314,0.0282173756869785,1.46646793812719,0,0,0,0,397.886454733252,0.0307097379475041,1.24403999261169,0,0.473510197169158,0.236664593101652,0,0.0074940587166618,19.9870491142825,105.335447593223,13.6429732272689,0
"23841",1979,102,0,171.166467562254,11.9295765314839,0.0185105984506579,0.962002967411436,0,0,0,0,406.902803658946,0.0201455880935627,1.20440192436285,0,0.476027870690118,0.2351049723424,0,0.00491610251813016,13.0502050116843,105.933523100254,14.0184278504833,0
"23842",1979,103,0,174.601841792813,12.2456010939376,0.0106661680096779,0.554324880612082,0,0,0,0,414.176934988203,0.0116082809441566,1.17236883432454,0,0.478062502198335,0.233572250758586,0,0.00283275419489817,7.48614295700321,106.587471266497,14.3218475750578,0
"23843",1979,104,0,177.145928221994,12.5602841263962,0.00485338861816031,0.252232485357883,0,0,0,0,419.558673860377,0.00528207492697069,1.14863208415227,0,0.479570178783561,0.232073075266044,0,0.00128897809926584,3.39179804219282,107.302295419266,14.5466837738432,0
"23844",1979,105,0,178.72583448232,12.8726606468632,0.00124156453022706,0.0645245892775996,0,0,0,0,422.897845414822,0.00135122846969005,1.13388303550154,0,0.480506987535546,0.230614092780609,0,0.000329738583533135,0.864105359207144,108.082998885875,14.6863878196904,0
"23845",1979,106,0,179.268668206313,13.1817656733425,0,0,0,0,0,0,424.044274790892,0,1.12881305002785,0,0.480829015544041,0.229201950218117,0,0,0,108.934584993638,14.7344110854504,0
"23846",1979,107,0.180090261363565,178.993262505282,13.4888686317348,0,0.235660288720022,0,0,0,0,423.099112586185,0,1.12911420662818,0.0949469124904732,0.480050834537135,0.227746179246567,0,0.00133508167779695,5.5235448105955,109.913344078151,14.7147078648252,0
"23847",1979,108,0.713648213972673,178.191256892389,13.7966421046221,0,0.933870359669667,0,0,0,0,420.346717154895,0,1.13001743683414,0.373281121571844,0.477774887387065,0.226159935379785,0,0.00524551243326228,21.6085928854066,111.073989217201,14.6573303542135,0
"23848",1979,109,1.59060461060494,176.898968602936,14.1062258450295,0,2.0814740200333,0,0,0,0,415.911725271269,0,1.13152238125322,0.825242834659037,0.474089067899799,0.224455301302341,0,0.0115890708495077,47.5267646889701,112.419157851393,14.5648767805109,0
"23849",1979,110,2.800890204038,175.152714872223,14.4187596059819,0,3.6653150769953,0,0,0,0,409.918773709555,0,1.1336286804929,1.44107225916698,0.469081269881306,0.222644359698808,0,0.0202235355096451,82.5496806858229,113.951487421328,14.439945370613,0
"23850",1979,111,4.33443574704946,172.98881293555,14.7353831405043,0,5.67223733774002,0,0,0,0,402.492499243999,0,1.13633597516066,2.2110096025106,0.462839387137557,0.220739193253754,0,0.031006684996786,125.948961340502,115.673615367611,14.2851343514154,0
"23851",1979,112,6.18117199241694,170.44358002822,15.057236201622,0,8.08908460945184,0,0,0,0,393.757538648849,0,1.139643905864,3.12529507210482,0.45545131347452,0.218751884651752,0,0.0437962978940423,176.996227117544,117.588179130842,14.1030419498138,0
"23852",1979,113,8.33102969291807,167.553333385532,15.3854585423598,0,10.9027006993151,0,0,0,0,383.838528698351,0,1.14355211321038,4.17416887536456,0.447004942698165,0.216694516577372,0,0.0584501527845257,234.963098481486,119.697816151626,13.8962663927037,0
"23853",1979,114,10.7739396013305,164.354390242787,15.7211899157429,0,14.0999294145142,0,0,0,0,372.860106166753,0,1.1480602378073,5.34787121970477,0.437588168614461,0.214579171715185,0,0.0748260282513479,299.121195896864,122.005163870565,13.6674059069808,0
"23854",1979,115,13.4998324704317,160.883067835286,16.0655700747962,0,17.6676145622336,0,0,0,0,360.946907828302,0,1.15316792026223,6.63664231254034,0.427288885029377,0.212417932749762,0,0.0927817028776207,368.742139828216,124.512859728262,13.4190587195408,0
"23855",1979,116,16.4986390529995,157.17568339833,16.4197387725449,0,21.5925999496574,0,0,0,0,348.223570457245,0,1.15887480118266,8.03072236128623,0.416194985748883,0.210222882365673,0,0.112174955246456,443.097550740079,127.223541165319,13.1538230572792,0
"23856",1979,117,19.7602901018114,153.26855416722,16.784835762014,0,25.8617293839703,0,0,0,0,334.814730827829,0,1.16518052117608,9.52035157335735,0.404394364578948,0.208006103247491,0,0.132863563940965,521.459049096989,130.139845622341,12.8742971470916,0
"23857",1979,118,23.2747163696451,149.197997377256,17.1620007962286,0,30.4618466723564,0,0,0,0,320.845025714301,0,1.17208472084995,11.0957701561686,0.391974915325542,0.205779678079784,0,0.15470530754426,603.098255363483,133.264410539928,12.5830792158738,0
"23858",1979,119,27.0318486092781,145.000330263739,17.5523736282136,0,35.3797956220002,0,0,0,0,306.439091890908,0,1.17958704081178,12.747218317135,0.379024531794633,0.203555689547126,0,0.177557964639453,687.286790004098,136.599873358685,12.2827674905213,0
"23859",1979,120,31.0216175734881,140.711870061971,17.9570940109941,0,40.6024200400861,0,0,0,0,291.721566131897,0,1.18768712166903,14.4649362636714,0.365631107792191,0.201346220334085,0,0.201279313809655,773.296273483371,140.148871519214,11.9759601979297,0
